SEQID	MAX	BHLHE40	ATF3	CEBPB	MAFK	FOSL2	NFE2L2	JUND
9:133714925-133715025	1.634e-05	1.831e-09	1.111e-06	1.685e-05	7.29e-15	0.003883	3.327e-10	0.005285
18:6160300-6160400	7.995e-10	2.708e-10	1.842e-08	2.249e-07	1.106e-05	8.763e-11	5.358e-10	6.359e-12
1:154419700-154419800	1.947e-08	7.159e-10	1.787e-10	4.179e-06	1.928e-07	1.53e-12	3.185e-12	4.587e-16
4:76526647-76526747	3.708e-08	6.588e-10	2.405e-10	7.241e-10	1.192e-13	1.693e-13	3.124e-12	5.095e-17
10:33134201-33134301	0.002434	1.862e-06	2.172e-05	9.414e-06	1.6e-13	0.00687	2.627e-07	0.005838
16:29758079-29758179	2.264e-12	1.13e-13	1.238e-12	6.419e-16	5.598e-17	3.586e-17	1.999e-19	1.483e-24
19:50234585-50234685	1.554e-10	5.731e-12	1.923e-06	0.0003024	4.477e-12	5.829e-09	1.22e-05	3.146e-10
9:106868733-106868833	1.214e-12	3.985e-12	1.151e-10	0.0001446	8.48e-12	6.268e-16	7.386e-10	2.536e-19
22:41418082-41418182	4.743e-11	8.339e-13	8.884e-10	3.511e-11	2.308e-11	1.41e-14	6.48e-13	1.48e-19
17:75771497-75771597	5.538e-09	1.311e-11	2.02e-08	3.622e-11	2.729e-09	5.378e-08	1.98e-09	8.384e-11
15:65084672-65084772	3.989e-13	2.618e-13	2.05e-14	3.478e-16	1.134e-08	2.184e-10	1.485e-16	1.114e-19
3:165212717-165212817	2.201e-12	1.324e-12	2.05e-10	6.125e-08	4.112e-08	3.829e-15	2.504e-09	1.102e-17
2:202184688-202184788	5.266e-12	2.948e-11	2.323e-09	5.104e-11	7.321e-12	4.902e-11	9.244e-11	1.654e-15
1:56854596-56854696	1.243e-07	1.653e-12	1.961e-11	5.937e-09	1.056e-14	1.17e-09	3.59e-12	2.39e-14
9:32422547-32422647	1.243e-07	1.653e-12	1.961e-11	5.937e-09	1.056e-14	1.17e-09	3.59e-12	2.39e-14
12:110039205-110039305	1.109e-10	7.466e-11	1.733e-06	1.205e-09	3.537e-13	0.002967	9.975e-08	0.003305
13:27477346-27477446	4.117e-11	1.187e-09	5.214e-06	1.001e-07	2.347e-11	4.903e-05	1.491e-05	3.576e-05
10:102152167-102152267	3.168e-06	3.406e-09	1.059e-08	1.471e-09	3.313e-14	1.119e-11	1.058e-14	3.719e-22
2:8609588-8609688	2.706e-05	1.523e-07	1.168e-07	1.226e-09	1.953e-08	1.866e-13	4.577e-12	3.428e-17
14:91519728-91519828	7.951e-12	4.261e-14	7.51e-11	2.763e-11	2.499e-11	1.495e-12	1.871e-09	2.589e-15
4:71240234-71240334	3.337e-10	8.575e-12	1.768e-06	7.205e-05	1.479e-13	7.969e-13	3.159e-11	2.433e-17
16:82083916-82084016	3.02e-11	1.388e-10	6.78e-10	1.798e-07	7.182e-11	2.517e-13	9.407e-13	3.42e-20
3:52287987-52288087	8.78e-12	2.49e-12	0.002507	1.013e-07	2.826e-11	2.768e-15	5.299e-13	3.982e-20
2:50773624-50773724	4.19e-11	1.269e-11	1.144e-09	5.415e-08	3.984e-12	1.427e-12	5.096e-14	2.045e-20
5:150616164-150616264	5.765e-10	1.851e-10	3.385e-09	4.119e-11	1.063e-11	9.441e-11	3.609e-09	3.116e-16
18:6052565-6052665	2.463e-10	5.803e-10	2.652e-09	0.0003271	1.14e-07	3.646e-13	1.681e-11	3.801e-19
16:24737547-24737647	1.006e-09	3.011e-10	8.32e-09	5.679e-10	7.001e-13	7.839e-14	2.097e-12	3.727e-17
14:92540749-92540849	4.926e-07	8.412e-09	2.288e-11	6.454e-13	7.163e-14	5.556e-13	1.894e-12	2.877e-18
7:157272033-157272133	2.63e-10	1.635e-08	1.764e-12	7.937e-12	1.065e-15	3.973e-16	2.608e-14	1.545e-22
3:188295069-188295169	1.669e-07	6.005e-09	2.439e-09	1.71e-10	6.762e-09	9.229e-10	3.767e-11	2.125e-14
14:64118214-64118314	2.522e-08	5.177e-08	2.196e-07	7.535e-12	1.975e-06	3.188e-11	1.765e-06	2.143e-16
5:6603810-6603910	2.069e-08	1.249e-09	9.355e-10	1.934e-11	5.739e-10	2.067e-10	1.72e-10	2.879e-16
12:111788455-111788555	4.329e-05	3.861e-08	1.384e-10	4.715e-10	1.232e-10	5.134e-15	4.564e-12	1.244e-19
6:143059723-143059823	7.773e-07	1.724e-09	1.695e-09	4.515e-11	8.921e-13	4.856e-06	5.344e-10	2.235e-05
8:123167638-123167738	4.349e-09	1.286e-10	2.829e-08	0.001084	3.197e-11	3.485e-08	8.983e-10	1.838e-10
7:123798110-123798210	5.331e-07	4.715e-09	1.266e-08	3.16e-05	3.641e-12	4.345e-13	9.156e-11	1.191e-16
7:106178465-106178565	1.338e-08	8.083e-09	2.106e-08	2.481e-10	6.842e-09	3.106e-13	1.385e-11	9.017e-19
4:48830985-48831085	3.154e-08	2.431e-10	0.0001662	2.808e-08	1.885e-09	2.483e-11	5.574e-11	4.556e-17
2:191050237-191050337	2.263e-10	3.568e-12	2.3e-11	1.367e-10	1.871e-10	8.017e-15	1.917e-12	4.377e-18
6:154368001-154368101	5.708e-11	4.097e-12	2.074e-09	0.0001621	6.659e-13	8.175e-09	7.613e-11	7.455e-17
12:29242339-29242439	7.81e-08	5.252e-09	1.577e-08	3.782e-07	2.815e-08	1.175e-12	7.184e-12	6.618e-14
18:22559119-22559219	3.766e-11	8.747e-12	1.026e-06	3.193e-09	4.198e-14	1.135e-11	4.213e-11	1.431e-15
1:77899775-77899875	3.017e-08	1.162e-12	3.598e-06	4.633e-09	1.576e-09	5.181e-13	6.729e-12	1.932e-15
5:10595916-10596016	1.536e-08	1.95e-08	2.434e-06	8.557e-09	4.334e-12	0.0004321	3.641e-06	0.0008414
1:229273910-229274010	1.124e-10	9.047e-10	3.098e-10	5.538e-08	1.208e-08	4.733e-11	6.09e-14	3.077e-18
4:13907523-13907623	6.897e-10	4.226e-09	8.81e-06	7.967e-07	1.718e-08	0.002734	6.957e-10	0.001963
6:36514852-36514952	6.988e-17	2.925e-15	1.564e-16	3.914e-23	1.718e-08	2.498e-25	6.957e-10	1.231e-36
10:32139472-32139572	3.02e-09	5.838e-12	2.064e-05	1.024e-05	5.287e-06	0.005438	0.0005024	0.001599
5:90529568-90529668	7.367e-07	1.527e-09	0.0009294	9.363e-09	4.525e-13	1.263e-05	1.364e-08	1.153e-08
1:67686814-67686914	1.417e-08	1.11e-05	7.842e-08	1.734e-09	7.655e-05	0.0003286	0.0003397	0.000254
7:47605041-47605141	3.836e-11	2.632e-10	5.296e-10	7.71e-12	1.682e-12	2.552e-15	4.568e-13	1.595e-18
21:29175571-29175671	2.94e-09	7.043e-11	1.687e-07	1.191e-08	7.949e-13	3.016e-13	5.902e-12	1.832e-16
22:49959717-49959817	6.179e-08	7.02e-09	1.306e-05	1.258e-09	4.76e-13	0.00262	6.88e-08	0.0002408
7:129100631-129100731	1.045e-06	5.918e-09	3.049e-08	1.234e-05	3.654e-12	4.279e-12	3.104e-10	1.519e-16
4:98643313-98643413	1.045e-06	5.918e-09	3.049e-08	1.234e-05	3.654e-12	4.279e-12	3.104e-10	1.519e-16
22:28819668-28819768	5.024e-07	1.622e-07	6.798e-10	3.111e-11	2.003e-08	1.254e-10	1.143e-10	1.428e-12
18:61735838-61735938	1.048e-09	1.612e-10	1.013e-10	1.128e-10	8.8e-12	4.164e-12	1.656e-09	2.446e-13
6:7216038-7216138	1.097e-10	5.237e-09	4.816e-08	9.534e-09	9.958e-12	1.106e-10	1.403e-12	2.037e-12
17:80792123-80792223	3.521e-10	3.97e-10	2.085e-05	1.693e-10	2.521e-10	0.008551	9.229e-05	0.001018
10:74018406-74018506	4.039e-09	7.378e-13	6.53e-10	1.43e-06	7.337e-14	5.51e-14	2.918e-12	1.292e-17
19:45405695-45405795	2.056e-10	8.062e-12	6.329e-09	3.911e-10	6.204e-13	7.817e-09	1.524e-09	7.426e-11
3:121749841-121749941	1.577e-11	1.544e-13	2.347e-06	2.626e-11	1.138e-12	6.078e-13	3.638e-10	6.332e-15
4:15150027-15150127	3.095e-10	1.843e-11	1.003e-10	4.219e-11	7.709e-11	1.661e-11	3.526e-11	2.996e-16
1:67647144-67647244	4.642e-09	7.314e-10	1.394e-10	2.871e-09	7.017e-06	4.673e-12	1.951e-09	3.339e-12
4:4259652-4259752	6.215e-09	1.393e-11	1.445e-09	5.911e-08	7.885e-11	5.406e-11	1.208e-12	1.627e-15
2:234823961-234824061	7.952e-06	2.863e-07	1.16e-07	1.136e-11	1.221e-10	4.865e-06	8.781e-10	2.235e-05
13:76711648-76711748	1.527e-07	1.382e-11	1.079e-06	2.272e-11	2.077e-06	0.006699	4.874e-08	0.00672
8:29230203-29230303	3.148e-12	2.477e-11	9.693e-10	7.368e-12	1.491e-07	1.143e-11	1.891e-10	9.342e-14
3:58117667-58117767	8.991e-07	7.483e-07	2.633e-09	1.575e-08	2.234e-07	9.05e-09	1.397e-10	1.073e-11
21:42038099-42038199	1.369e-10	1.098e-09	2.038e-10	0.0006596	5.386e-09	1.997e-13	1.258e-12	4.062e-17
12:93541938-93542038	1.345e-08	5.51e-11	2.351e-09	6.127e-09	1.175e-13	4.412e-09	2.714e-13	3.635e-15
9:136938081-136938181	2.827e-08	4.409e-08	2.106e-08	1.58e-09	1.533e-10	6.623e-13	5.991e-12	1.478e-17
11:75565641-75565741	8.421e-10	1.878e-10	2.205e-06	7.221e-07	9.111e-11	0.005839	2.299e-07	0.003729
7:116317443-116317543	4.056e-08	1.802e-10	2.98e-07	1.126e-07	2.795e-08	8.349e-08	1.446e-10	3.878e-07
13:113845753-113845853	1.801e-11	1.194e-09	4.171e-11	5.184e-14	8.025e-16	1.477e-11	5.067e-16	4.386e-17
20:362571-362671	0.00401	5.507e-06	6.974e-10	5.337e-06	3.623e-10	1.306e-14	4.503e-13	4.185e-21
6:134707549-134707649	2.368e-08	1.433e-09	1.653e-08	1.477e-05	2.033e-14	1.305e-12	8.749e-12	5.709e-16
16:81123232-81123332	1.796e-08	1.025e-09	2.932e-07	1.305e-06	5.319e-12	3.528e-16	1.265e-08	1.097e-17
12:81143289-81143389	2.04e-10	7.117e-11	1.909e-08	3.871e-08	4.546e-11	2.855e-13	3.918e-11	8.382e-16
14:59188618-59188718	7.728e-08	1.834e-07	1.963e-05	3.174e-09	1.774e-13	3.838e-10	1.866e-12	3.112e-12
4:6942359-6942459	6.837e-12	2.499e-12	2.064e-05	1.743e-10	0.0004427	0.006843	1.347e-05	0.005838
3:118742872-118742972	4.272e-10	3.506e-10	1.171e-09	5.731e-06	1e-09	2.232e-10	1.894e-07	4.125e-13
1:234875738-234875838	3.231e-08	2.62e-11	2.35e-10	6.834e-09	3.677e-12	3.085e-12	5.222e-12	2.26e-18
11:112226044-112226144	3.168e-10	1.695e-09	2.215e-06	7.261e-07	1.484e-10	7.241e-06	8.823e-09	2.487e-09
7:37090105-37090205	3.168e-10	7.629e-19	1.358e-16	7.261e-07	1.484e-10	7.241e-06	8.823e-09	2.487e-09
11:57761720-57761820	2.482e-10	1.962e-11	1.253e-06	8.585e-09	1.704e-10	2.407e-10	8.564e-10	1.384e-12
6:112204120-112204220	3.832e-13	2.198e-14	2.777e-12	5.402e-06	2.33e-12	3.755e-16	1.349e-13	3.024e-22
12:47820722-47820822	1.444e-08	4.619e-11	5.239e-09	3.836e-09	1.379e-06	7.254e-06	3.139e-13	5.446e-09
9:34688695-34688795	4.531e-09	5.85e-13	6.293e-11	5.893e-10	7.816e-07	2.172e-10	8.805e-11	6.463e-17
16:25048777-25048877	1.093e-11	3.529e-12	4.584e-09	5.442e-12	4.837e-19	6.906e-15	5.158e-14	3.8e-22
12:50548995-50549095	6.339e-10	1.031e-11	1.408e-07	3.905e-07	1.412e-13	7.796e-07	4.125e-12	1.459e-11
11:77128127-77128227	2.451e-09	6.598e-10	1.96e-05	8.425e-10	4.961e-12	2.321e-15	2.271e-12	8.968e-23
4:112231376-112231476	2.241e-08	1.481e-08	6.388e-06	5.273e-11	1.841e-09	1.15e-07	8.981e-12	1.365e-14
16:65923098-65923198	8.819e-08	3.731e-09	1.615e-11	4.354e-09	2.015e-08	7.497e-13	5.086e-12	1.763e-17
2:233700283-233700383	8.472e-09	2.321e-11	1.217e-06	8.974e-07	1.639e-07	4.611e-09	2.836e-13	2.177e-12
10:119113932-119114032	2.417e-10	4.043e-11	9.339e-10	3.135e-05	4.96e-12	2.532e-05	2.029e-08	1.653e-10
1:159443256-159443356	1.619e-09	2.555e-10	1.102e-08	2.849e-07	8.882e-08	1.02e-08	5.146e-10	3.407e-10
17:45310806-45310906	1.157e-07	5.682e-11	2.669e-06	5.224e-08	1.289e-08	5.793e-13	6.184e-11	9.97e-17
5:139373801-139373901	2.902e-10	6.231e-11	4.272e-09	1.699e-09	2.074e-09	9.095e-06	1.009e-11	3.99e-09
17:3634818-3634918	1.297e-08	4.843e-09	9.904e-12	1.017e-07	2.499e-13	1.148e-12	4.865e-14	2.052e-18
11:114036669-114036769	9.497e-09	5.251e-12	1.104e-10	2.161e-10	3.546e-08	3.266e-06	7.972e-10	1.103e-09
5:9409136-9409236	4.273e-06	1.145e-07	3.096e-05	6.797e-10	1.377e-06	5.55e-08	8.209e-08	3.245e-09
11:27395608-27395708	3.585e-10	1.785e-12	1.769e-06	1.94e-08	6.561e-07	6.282e-13	6.581e-10	3.791e-12
12:128871701-128871801	1.33e-20	1.859e-10	3.961e-10	1.144e-11	2.659e-27	1.736e-09	1.163e-11	1.933e-12
7:11248306-11248406	2.589e-11	1.066e-12	4.688e-07	3.772e-09	4.997e-11	5.721e-05	2.083e-11	3.928e-05
9:72577277-72577377	8.565e-09	8.468e-11	2.189e-09	1.599e-07	2.073e-05	1.023e-06	3.955e-08	9.866e-10
17:51121911-51122011	0.000947	0.0006828	1.927e-06	2.122e-05	2.697e-09	6.641e-06	1.087e-07	4.307e-10
10:107056217-107056317	3.237e-11	3.085e-12	6.388e-06	5.038e-07	1.702e-06	4.457e-11	1.679e-10	1.12e-12
16:50530684-50530784	5.819e-11	1.317e-13	8.075e-10	8.811e-05	4.055e-05	2.844e-08	2.378e-12	3.016e-10
1:54273464-54273564	1.816e-09	6.461e-10	2.358e-08	2.314e-13	5.206e-12	3.594e-11	2.015e-13	9.825e-17
18:48581281-48581381	2.607e-09	9.45e-12	2.85e-09	0.0003271	4.386e-12	4.548e-13	3.231e-13	1.416e-15
10:71613574-71613674	1.432e-07	1.158e-06	2.204e-06	5.366e-07	3.549e-08	0.004598	0.0002156	0.0005716
21:14864320-14864420	2.471e-10	1.335e-12	3.096e-05	2.681e-13	6.456e-11	5.03e-08	4.402e-12	1.446e-18
8:8764026-8764126	6.109e-08	6.699e-10	3.539e-08	1.179e-12	2.084e-15	5.512e-11	1.666e-12	3.414e-16
2:223563602-223563702	8.158e-06	4.85e-10	1.377e-06	5.434e-08	3.508e-06	0.006715	7.805e-05	0.006813
16:66964107-66964207	2.622e-10	2.864e-11	9.338e-12	5.162e-10	3.504e-11	2.33e-12	1.766e-11	8.031e-17
1:48946256-48946356	6.016e-14	4.141e-15	2.363e-11	3.455e-15	2.306e-12	1.504e-17	2.582e-13	1.7e-22
2:54617607-54617707	2.259e-09	1.86e-12	2.914e-08	6.645e-07	4.487e-11	9.296e-13	1.185e-12	3.601e-13
5:177426459-177426559	2.314e-07	3.843e-07	0.0003346	1.449e-10	9.421e-14	1.36e-13	1.171e-12	8.22e-17
6:6823957-6824057	4.996e-09	2.317e-11	1.14e-05	4.183e-10	2.969e-09	6.603e-09	3.837e-12	2.586e-10
2:8389789-8389889	1.069e-11	1.37e-11	1.151e-07	5.324e-05	3.54e-10	0.002967	2.388e-10	0.003305
12:94615479-94615579	4.05e-07	7.765e-11	2.083e-05	4.593e-09	2.154e-16	2.54e-06	5.71e-11	8.048e-09
6:163599224-163599324	8.286e-05	4.523e-07	1.723e-10	7.427e-12	2.049e-17	9.437e-12	1.752e-10	3.15e-17
9:99353528-99353628	8.286e-05	4.523e-07	1.723e-10	7.427e-12	2.049e-17	9.437e-12	1.752e-10	3.15e-17
9:2466271-2466371	1.399e-18	1.026e-16	2.015e-11	4.986e-17	2.049e-17	3.166e-16	1.752e-10	3.056e-22
11:44980061-44980161	1.399e-18	2.013e-18	1.712e-15	4.986e-17	2.049e-17	3.166e-16	1.752e-10	3.056e-22
2:119487644-119487744	6.178e-09	3.889e-10	9.645e-08	9.71e-12	3.355e-13	1.731e-11	2.019e-09	2.994e-17
11:17683672-17683772	1.334e-06	4.007e-08	1.321e-07	1.832e-10	8.121e-09	0.003634	4.581e-07	0.001356
13:41310999-41311099	7.591e-09	4.398e-11	2.479e-06	4.15e-11	1.601e-11	0.005229	1.466e-06	0.001978
2:95695794-95695894	5.124e-10	6.998e-11	2.561e-06	4.114e-11	5.899e-08	1.008e-12	1.868e-07	1.493e-16
11:59566294-59566394	7.212e-06	8.704e-08	9.22e-06	6.83e-12	9.438e-06	8.065e-05	3.873e-09	1.114e-05
8:125594145-125594245	1.121e-09	2.286e-10	2.214e-06	0.003015	1.593e-06	0.004298	7.922e-09	0.0009696
8:102968775-102968875	8.909e-06	1.428e-08	6.398e-06	3.475e-09	9.627e-06	3.473e-11	5.253e-09	1.626e-11
11:75763019-75763119	4.939e-09	3.569e-12	1.483e-09	8.751e-07	1.431e-13	2.155e-13	1.191e-11	1.096e-16
15:66803203-66803303	3.033e-08	1.345e-09	2.205e-06	5.399e-13	7.853e-13	0.005014	2.368e-07	0.006483
8:19128313-19128413	2.333e-14	3.274e-13	2.558e-15	1.779e-14	7.853e-13	4.181e-24	2.368e-07	1.267e-31
9:105191935-105192035	6.295e-10	3.476e-11	1.728e-08	3.322e-05	2.363e-12	1.097e-12	1.131e-10	2.442e-15
1:19210437-19210537	4.024e-06	9.69e-09	3.814e-11	1.007e-05	5.703e-11	1.801e-12	1.76e-11	3.703e-18
X:55624578-55624678	4.946e-09	1.276e-10	2.512e-09	1.843e-10	9.712e-09	0.0005423	3.928e-06	0.001867
3:195031648-195031748	1.358e-07	1.892e-07	6.799e-10	6.826e-09	1.934e-14	1.598e-13	7.833e-14	7.366e-18
22:30398401-30398501	8.554e-10	3.806e-11	2.177e-09	5.363e-15	1.161e-11	3.51e-10	1.077e-12	4.681e-17
5:140633295-140633395	1.859e-10	1.028e-11	4.07e-09	1.385e-09	1.736e-12	9.511e-10	1.566e-09	2.009e-12
11:65491955-65492055	1.068e-07	4.69e-10	2.209e-06	1.282e-07	1.075e-07	0.00699	1.393e-05	0.007365
7:101935792-101935892	1.249e-05	5.514e-08	1.176e-07	8.997e-11	1.122e-12	3.025e-09	1.336e-11	1.365e-10
7:75945824-75945924	5.118e-10	2.389e-11	2.273e-11	4.909e-05	5.316e-13	3.51e-13	1.372e-09	7.718e-18
11:62553545-62553645	4.841e-10	7.774e-10	2.219e-06	1.015e-12	1.188e-08	0.004589	1.92e-07	0.0003635
5:172892820-172892920	7.193e-07	7.023e-09	2.173e-08	3.78e-09	2.127e-15	1.154e-11	2.507e-13	1.912e-15
7:116742042-116742142	4.422e-07	3.153e-09	3.446e-10	1.602e-07	2.974e-13	7.537e-10	8.832e-11	2.628e-13
16:27323172-27323272	1.036e-10	1.583e-11	1.945e-09	5.404e-09	5.963e-09	6.247e-15	7.316e-11	1.003e-19
6:11853841-11853941	7.138e-07	3.02e-09	1.57e-08	9.012e-07	2.647e-05	2.217e-08	1.284e-12	9.437e-18
10:119651337-119651437	2.863e-11	2.347e-10	2.064e-05	2.934e-13	5.187e-12	0.00539	1.853e-07	0.0002929
1:8094952-8095052	4.111e-07	9.07e-08	1.166e-07	1.146e-06	3.201e-10	5.08e-15	3.389e-11	1.167e-20
2:54572424-54572524	7.413e-11	3.756e-12	2.811e-08	1.042e-09	3.914e-10	3.207e-06	1.003e-09	6.804e-05
17:4970035-4970135	4.543e-09	5.78e-11	2.891e-06	2.035e-11	3.331e-08	2.794e-07	6.062e-12	8.346e-11
8:100475619-100475719	1.044e-08	3.738e-10	2.891e-06	3.747e-10	2.998e-13	7.752e-08	1.194e-07	1.676e-09
8:38067637-38067737	6.795e-11	7.752e-13	1.425e-09	3.756e-13	8.776e-10	5.322e-11	6.876e-11	1.215e-16
20:7585504-7585604	2.715e-10	7.135e-10	2.503e-07	3.889e-11	4.112e-13	4.34e-13	1.486e-12	3.065e-17
12:50932952-50933052	5.636e-09	2.708e-10	9.642e-06	6.255e-06	1.05e-06	3.095e-10	5.103e-10	8.413e-13
2:122433313-122433413	7.802e-09	2.836e-09	5.424e-07	3.54e-05	6.76e-13	1.061e-09	4.036e-11	4.049e-11
9:95006355-95006455	2.459e-10	9.124e-12	1.698e-09	1.372e-11	5.18e-07	6.348e-05	9.115e-07	0.0004405
10:15137107-15137207	5.127e-08	1.893e-11	4.329e-10	8.215e-07	3.968e-09	4.67e-05	3.116e-06	1.925e-06
3:57803761-57803861	1.574e-10	1.59e-12	1.078e-06	1.406e-10	8.428e-10	0.002624	7.434e-11	0.001922
1:231383614-231383714	1.467e-14	1.378e-15	4.93e-12	3.287e-16	2.417e-18	4.723e-15	5.947e-14	4.94e-22
5:56358965-56359065	1.947e-05	6.631e-10	1.389e-10	2.006e-06	3.211e-12	1.488e-15	9.389e-14	2.989e-18
7:99190759-99190859	2.22e-08	6.652e-10	4.893e-08	2.451e-10	1.808e-12	2.569e-17	2.624e-08	7.765e-23
22:24434761-24434861	2.575e-12	1.24e-14	5.731e-12	8.433e-18	3.736e-18	1.476e-21	2.306e-15	4.211e-25
10:116207278-116207378	2.531e-11	2.936e-13	6.571e-09	3.502e-09	6.361e-09	1.911e-13	3.421e-12	1.985e-17
15:69594650-69594750	2.604e-09	3.619e-09	1.785e-10	4.04e-11	5.619e-12	1.906e-13	6.2e-11	3.108e-17
22:37326862-37326962	2.683e-10	2.046e-09	1.541e-09	3.466e-12	8.319e-11	1.152e-07	6.564e-08	1.26e-10
3:141413046-141413146	1.256e-08	6.478e-10	3.854e-11	2.161e-10	5.624e-14	1.065e-12	2.758e-11	6.922e-18
1:225355004-225355104	3.19e-09	1.606e-12	1.516e-08	8.026e-12	2.018e-07	1.123e-14	1.472e-10	6.717e-19
3:153599864-153599964	5.267e-09	1.799e-12	1.644e-09	4.457e-12	3.813e-07	4.075e-10	4.559e-11	7.274e-11
11:63243579-63243679	1.885e-08	2.924e-10	1.143e-05	1.456e-06	2.139e-10	8.612e-12	1.465e-12	2.174e-17
17:31568783-31568883	1.314e-10	7.263e-11	4.055e-07	2.003e-06	2.085e-14	1.427e-10	2.353e-13	7.591e-13
1:207088863-207088963	1.024e-12	3.805e-12	7.973e-10	6.578e-12	1.16e-09	1.066e-11	3.681e-12	8.193e-17
5:115194844-115194944	1.793e-11	4.477e-13	2.39e-07	1.485e-10	5.156e-14	5.868e-13	1.866e-12	1.624e-18
20:47317396-47317496	3.195e-05	2.761e-06	1.752e-06	3.684e-10	5.264e-13	0.0006549	4.964e-07	0.0003007
1:183139712-183139812	3.152e-08	2.521e-10	1.078e-06	3.561e-07	1.475e-12	0.001413	4.273e-10	0.005135
6:162727869-162727969	6.928e-10	6.041e-11	0.0003346	7.326e-07	9.321e-08	1.306e-14	1.49e-11	2.28e-21
2:216871646-216871746	1.057e-08	6.411e-11	2.062e-05	5.228e-08	6.724e-08	8.134e-11	7.775e-11	2.382e-15
8:63168393-63168493	6.324e-08	5.986e-09	5.059e-05	2.35e-10	2.005e-12	7.933e-07	8.898e-12	7.787e-11
12:128817841-128817941	8.18e-09	1.064e-08	1.711e-05	5.7e-09	6.692e-14	1.643e-15	1.203e-12	3.855e-18
2:159497322-159497422	2.669e-09	2.079e-11	1.923e-06	2.307e-10	7.443e-12	0.002905	5.314e-09	0.003496
6:12001813-12001913	2.566e-06	1.152e-08	9.026e-11	5.651e-09	4.822e-11	1.007e-15	2.369e-11	1.117e-21
X:17990704-17990804	4.491e-10	1.3e-12	1.051e-12	6.682e-15	1.787e-08	4.08e-17	4.366e-16	7.688e-24
18:57797296-57797396	2.427e-11	9.132e-13	1.338e-07	3.35e-08	1.672e-11	1.022e-10	1.247e-11	1.494e-11
13:61563735-61563835	6.867e-09	1.258e-10	2.193e-11	5.753e-06	2.162e-10	2.216e-12	1.93e-09	4.131e-13
5:132460143-132460243	8.672e-09	3.123e-12	1.923e-06	6.804e-11	5.965e-14	0.001648	9.734e-10	0.0002735
1:58982808-58982908	4.558e-10	1.8e-10	1.426e-08	8.611e-10	1.486e-10	2.15e-12	4.26e-11	4.342e-17
16:79970610-79970710	7.287e-06	1.004e-10	6.853e-09	0.0009914	2.209e-13	4.143e-15	5.002e-12	5.915e-20
1:225746937-225747037	1.898e-08	3.953e-09	1.743e-08	8.726e-11	2.003e-07	3.967e-05	3.504e-07	4.691e-05
8:85188526-85188626	1.718e-08	1.98e-09	4.488e-11	1.973e-05	1.5e-11	4.697e-13	3.198e-14	2.057e-16
17:45138051-45138151	1.374e-11	1.207e-11	7.429e-13	1.672e-13	3.409e-11	1.512e-13	4.467e-12	1.745e-18
6:141026714-141026814	5.296e-14	1.599e-14	5.4e-15	2.594e-15	4.908e-14	8.769e-21	3.008e-18	4.581e-25
6:80527722-80527822	7.254e-10	7.373e-12	1.778e-10	4.681e-06	5.094e-14	1.79e-08	1.575e-10	1.246e-11
3:136142728-136142828	3.998e-10	9.257e-13	4.933e-09	7.099e-13	2.208e-16	2.738e-10	5.406e-13	1.031e-11
3:127767238-127767338	3.998e-10	9.257e-13	4.933e-09	7.099e-13	2.208e-16	2.738e-10	5.406e-13	1.031e-11
1:206949419-206949519	4.15e-11	1.009e-11	1.691e-09	6.641e-07	1.273e-06	6.258e-15	1.839e-11	1.656e-17
2:74489080-74489180	2.234e-10	2.829e-12	6.92e-10	2.057e-07	8.227e-09	8.271e-15	3.515e-12	1.133e-17
17:40140145-40140245	2.578e-09	1.191e-09	1.9e-08	4.589e-08	1.36e-08	7.885e-14	3.574e-12	1.489e-17
22:38164103-38164203	1.226e-07	1.094e-07	9.709e-09	2.828e-12	1.09e-13	2.363e-10	9.369e-12	1.98e-13
20:44210949-44211049	0.001355	0.001552	2.433e-06	0.0001227	2.88e-13	1.502e-13	6.271e-12	3.437e-17
5:54045564-54045664	3.006e-09	2.882e-11	1.305e-08	2.094e-10	7.316e-10	2.617e-12	4.926e-09	8.691e-12
17:37708886-37708986	6.885e-07	1.468e-08	1.354e-07	1.411e-11	2.513e-11	0.00223	4.696e-08	0.00131
9:38386509-38386609	4.502e-09	2.194e-12	2.783e-09	2.332e-10	6.148e-12	5.489e-12	8.778e-13	2.117e-13
10:93078236-93078336	3.614e-08	1.315e-10	6.814e-07	3.391e-06	1.724e-08	5.953e-13	1.39e-11	5.284e-17
2:155975838-155975938	8.04e-10	2.388e-11	9.36e-11	1.242e-09	3.243e-10	4.922e-16	5.026e-14	2.549e-19
10:79195664-79195764	1.137e-09	8.577e-11	2.462e-07	4.972e-08	8.658e-11	7.451e-14	3.922e-08	7.654e-17
6:90285736-90285836	4.973e-09	1.306e-10	1.502e-09	1.002e-10	2.089e-05	0.0005423	0.001515	0.001867
22:23765363-23765463	1.959e-07	3.181e-07	1.836e-09	3.768e-06	0.0003956	9.3e-13	1.675e-11	4.761e-16
2:44295248-44295348	1.527e-09	7.286e-09	1.713e-05	7.533e-09	7.382e-14	1.497e-09	8.472e-12	2.758e-11
17:37488362-37488462	1.471e-11	8.313e-13	1.078e-06	2.114e-11	0.0001492	0.003289	0.002103	0.0006385
1:85298052-85298152	3.064e-07	1.779e-09	1.768e-06	2.656e-08	3.485e-11	0.002663	1.413e-09	0.003508
